"Language,""Level"",""acc"",""accuracy"",""age"",""average_response_time"",""avg_rt"",""b0"",""b1"",""background"",""canvas_backend"",""clock_backend"",""color_backend"",""compensation"",""condition"",""coordinates"",""correct"",""correct_welcome"",""count_Baseline_loop"",""count_Baseline_task"",""count_Context_condition"",""count_Context_loop"",""count_Pre_experiment"",""count_age"",""count_baseline_sequence"",""count_baseline_setup"",""count_baseline_test"",""count_baseline_test_1"",""count_baseline_test_sequence"",""count_con_test"",""count_con_test_"",""count_con_test_sequence"",""count_context_sequence"",""count_distraction_sequence"",""count_distraction_sequence_1"",""count_distraction_task"",""count_distraction_task_1"",""count_expSequence"",""count_experiment"",""count_experiment_loop"",""count_inner_baseline"",""count_inner_baseline_sequence"",""count_inner_context"",""count_inner_context_sequence"",""count_instructions"",""count_instructions_1"",""count_instructions_distraction"",""count_instructions_distraction_1"",""count_instructions_test"",""count_instructions_test_1"",""count_instructions_test_level"",""count_language"",""count_learning_session_setup"",""count_learning_session_setup_1"",""count_new_form_multiple_choice"",""count_new_inline_script"",""count_new_logger"",""count_new_logger_1"",""count_pre_test"",""count_present_distraction_1"",""count_present_distraction_1_1"",""count_present_distraction_1_2"",""count_present_trial"",""count_present_trial_1"",""count_save_data"",""count_save_data_1"",""count_shuffling"",""count_slimstampen_bs_setup"",""count_slimstampen_setup"",""count_test_level"",""count_test_sequence"",""count_test_setup"",""count_test_setup_1"",""count_trial_sequence"",""count_trial_sequence_1"",""count_welcome"",""datetime"",""description"",""disable_garbage_collection"",""empty_column"",""experiment_file"",""experiment_path"",""feedback_duration"",""font_bold"",""font_family"",""font_italic"",""font_size"",""font_underline"",""foreground"",""form_clicks"",""form_response"",""fullscreen"",""height"",""ignore_this_variable"",""inter_trial_interval"",""keyboard_backend"",""logfile"",""mouse_backend"",""num_tested_correct"",""num_tested_correct_1"",""num_words_tested"",""num_words_tested_1"",""opensesame_codename"",""opensesame_version"",""pretest_num"",""pretest_start_time"",""psychopy_waitblanking"",""response"",""response_instructions"",""response_instructions_1"",""response_instructions_distraction"",""response_instructions_distraction_1"",""response_instructions_test"",""response_instructions_test_1"",""response_instructions_test_level"",""response_time"",""response_time_instructions"",""response_time_instructions_1"",""response_time_instructions_distraction"",""response_time_instructions_distraction_1"",""response_time_instructions_test"",""response_time_instructions_test_1"",""response_time_instructions_test_level"",""response_time_welcome"",""response_welcome"",""round_decimals"",""sampler_backend"",""seen_facts_bs"",""seen_facts_con"",""session_duration"",""session_start_time"",""sound_buf_size"",""sound_channels"",""sound_freq"",""sound_sample_size"",""start"",""subject_nr"",""subject_parity"",""test_bs"",""test_con"",""test_done"",""test_num_bs"",""test_num_con"",""time_Baseline_loop"",""time_Baseline_task"",""time_Context_condition"",""time_Context_loop"",""time_Pre_experiment"",""time_age"",""time_baseline_sequence"",""time_baseline_setup"",""time_baseline_test"",""time_baseline_test_1"",""time_baseline_test_sequence"",""time_con_test"",""time_con_test_"",""time_con_test_sequence"",""time_context_sequence"",""time_distraction_sequence"",""time_distraction_sequence_1"",""time_distraction_task"",""time_distraction_task_1"",""time_expSequence"",""time_experiment"",""time_experiment_loop"",""time_inner_baseline"",""time_inner_baseline_sequence"",""time_inner_context"",""time_inner_context_sequence"",""time_instructions"",""time_instructions_1"",""time_instructions_distraction"",""time_instructions_distraction_1"",""time_instructions_test"",""time_instructions_test_1"",""time_instructions_test_level"",""time_language"",""time_learning_session_setup"",""time_learning_session_setup_1"",""time_new_form_multiple_choice"",""time_new_inline_script"",""time_new_logger"",""time_new_logger_1"",""time_pre_test"",""time_present_distraction_1"",""time_present_distraction_1_1"",""time_present_distraction_1_2"",""time_present_trial"",""time_present_trial_1"",""time_save_data"",""time_save_data_1"",""time_shuffling"",""time_slimstampen_bs_setup"",""time_slimstampen_setup"",""time_test_level"",""time_test_sequence"",""time_test_setup"",""time_test_setup_1"",""time_trial_sequence"",""time_trial_sequence_1"",""time_up"",""time_up2"",""time_welcome"",""title"",""total_correct"",""total_response_time"",""total_responses"",""trial_num"",""trial_num_baseline"",""uniform_coordinates"",""width""";;;
"hindi,""A1"",""undefined"",""undefined"",""24"",""undefined"",""undefined"",""NA"",""NA"",""#e8edf1"",""psycho"",""psycho"",""psycho"",""0"",""NA"",""uniform"",""undefined"",""undefined"",""NA"",""NA"",""NA"",""NA"",""0"",""0"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""0"",""0"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""0"",""0"",""NA"",""0"",""0"",""NA"",""0"",""NA"",""0"",""NA"",""NA"",""NA"",""NA"",""NA"",""0"",""0"",""NA"",""0"",""0"",""NA"",""NA"",""0"",""NA"",""NA"",""NA"",""0"",""Tue Oct 25 13:13:52 2022"",""The main experiment item"",""yes"",""NA"",""final_exp.osexp"",""C:/Users/julie/Dropbox/CCS/Courses S1/User Models/TeamStudySmart/group-project-team-studysmart"",""1200"",""no"",""Lexend"",""no"",""30"",""no"",""#000000"",""no"",""A1"",""yes"",""768"",""NA"",""200"",""psycho"",""C:/Users/julie/Dropbox/CCS/Courses S1/User Models/TeamStudySmart/group-project-team-studysmart/DataCollection/subject-18.csv"",""psycho"",""0"",""0"",""0"",""0"",""Lentiform Loewenfeld"",""3.3.12"",""1"",""18635.995999999068"",""yes"",""space"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""11843.500400000266"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""11843.500400000266"",""space"",""2"",""psycho"",""[]"",""[]"",""NA"",""18636.00459999907"",""1024"",""2"",""48000"",""-16"",""experiment"",""18"",""even"",""no"",""no"",""no"",""1"",""1"",""NA"",""NA"",""NA"",""NA"",""18660.127099999954"",""18660.338800000318"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""6720.989600000394"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""26935.277900000074"",""NA"",""18635.95820000046"",""NA"",""NA"",""40631.06770000013"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",""18652.217499999097"",""NA"",""NA"",""NA"",""no"",""no"",""6790.729500000452"",""SlimStampen example"",""0"",""0"",""0"",""1"",""1"",""yes"",""1024""";;;
trial,fact,start_time,rt,correct,fact_id,question,answer;;; 
;;;
"1,""Word(fact_id=1, question='winkel', answer=['shop', 'store'])"",50449.4823999994,inf,False,1,winkel,""['shop', 'store']""";;;
;;;
"2,""Word(fact_id=2, question='lepel', answer=['spoon'])"",94279.67050000007,5412.385800000266,False,2,lepel,['spoon']";;;
;;;
"3,""Word(fact_id=3, question='jas', answer=['coat', 'jacket', 'overcoat', 'cloak'])"",102560.27089999952,15482.024200000524,True,3,jas,""['coat', 'jacket', 'overcoat', 'cloak']""";;;
;;;
"4,""Word(fact_id=4, question='raam', answer=['window', 'frame'])"",120837.90520000002,18581.37139999961,True,4,raam,""['window', 'frame']""";;;
;;;
"5,""Word(fact_id=5, question='buiten', answer=['outside', 'out'])"",143281.40879999957,1430.5378000008059,False,5,buiten,""['outside', 'out']""";;;
;;;
"6,""Word(fact_id=6, question='toevoegen', answer=['add', 'append'])"",148679.4133000003,21321.081500000204,False,6,toevoegen,""['add', 'append']""";;;
;;;
"7,""Word(fact_id=7, question='proberen', answer=['attempt', 'try'])"",173104.97399999987,1738.3867000007594,False,7,proberen,""['attempt', 'try']""";;;
;;;
"8,""Word(fact_id=8, question='bezig', answer=['busy'])"",178852.95299999963,18433.09120000049,False,8,bezig,['busy']";;;
;;;
"9,""Word(fact_id=9, question='onderwijs', answer=['education'])"",200496.99800000055,1691.4141999986605,False,9,onderwijs,['education']";;;
;;;
"10,""Word(fact_id=10, question='spier', answer=['muscle'])"",204779.60969999913,25726.89070000159,False,10,spier,['muscle']";;;
;;;
